Eviction ID,Address,City,State,Eviction Notice Source Zipcode,File Date,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Good Samaritan Ends,Constraints Date,Supervisor District,Neighborhoods - Analysis Boundaries,Location,Shape,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Neighborhoods,DELETE - Police Districts,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Zip Codes,"CBD, BID and GBD Boundaries as of 2017",Central Market/Tenderloin Boundary,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary Polygon - Updated,Fix It Zones as of 2018-02-07,Neighborhoods
M210286,0 Block Of Cortland  Avenue,San Francisco,CA,94110,03/08/2021,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,,9,Bernal Heights,"(37.74080407254991, -122.42229112786616)",POINT (-122.422295 37.740803),83,9,2,2,2,7,7,2,28859,,,1,,,61
M142565,0 Block Of Linda  Street,San Francisco,CA,94110,11/19/2014,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,9,Mission,"(37.76082203066679, -122.42294813496233)",POINT (-122.42295 37.760822),37,3,5,20,19,4,5,2,28859,,,1,,,37
M181909,1300 Block Of Market  Street,San Francisco,CA,94102,06/25/2018,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,6,Tenderloin,"(37.777044489388786, -122.41693056537846)",POINT (-122.41693 37.777046),21,5,10,36,36,2,9,7,28852,8,1,2,1,,21
M120086,0 Block Of Gough  Street,San Francisco,CA,94102,01/17/2012,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,Hayes Valley,"(37.77338543703404, -122.42227071890147)",POINT (-122.42227 37.773384),21,4,11,9,10,9,11,7,28852,,,1,,,21
M152874,700 Block Of 47th  Avenue,San Francisco,CA,94121,10/13/2015,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,12/08/2020,1,Outer Richmond,"(37.774291873881886, -122.50795628905959)",POINT (-122.50796 37.774292),8,8,4,29,26,6,2,11,55,,,1,,,8
M171180,900 Block Of Green  Street,San Francisco,CA,94133,05/11/2017,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,Russian Hill,"(37.79874325725765, -122.41507280586815)",POINT (-122.41507 37.798744),107,6,3,32,32,1,10,5,308,,,1,,,107
M171554,1600 Block Of Quesada  Avenue,San Francisco,CA,94124,06/09/2017,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,08/04/2022,10,Bayview Hunters Point,"(37.732756616277115, -122.3904225417918)",POINT (-122.39042 37.732758),86,2,9,1,1,3,8,10,58,,,2,,,86
M150853,1400 Block Of 31st  Avenue,San Francisco,CA,94122,04/17/2015,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,04/10/2018,4,Sunset/Parkside,"(37.7601994513352, -122.48978772777372)",POINT (-122.489784 37.7602),39,10,7,35,35,8,3,1,56,,,1,,,39
M130741,1100 Block Of Mission  Street,San Francisco,CA,94103,04/19/2013,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,South of Market,"(37.77775137475284, -122.41278551996157)",POINT (-122.41279 37.777752),32,1,10,34,34,2,9,8,28853,7,1,2,1,6,32
M131053,0 Block Of Deming  Street,San Francisco,CA,94114,05/31/2013,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,8,Castro/Upper Market,"(37.76044575045636, -122.44582645231958)",POINT (-122.44582 37.760445),115,7,5,5,3,5,5,15,28862,,,1,,,115
M142241,2000 Block Of 03rd  Street,San Francisco,CA,94107,10/07/2014,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,10,Potrero Hill,"(37.763683719545895, -122.38885047739171)",POINT (-122.38885 37.763683),55,2,9,26,29,3,8,14,28856,14,,1,,,55
M142538,500 Block Of John Muir  Drive,San Francisco,CA,94132,11/14/2014,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,"(37.714363024599734, -122.49198854568047)",POINT (-122.49199 37.714363),43,10,8,16,14,8,4,1,64,,,2,,,43
M192421,1300 Block Of South Van Ness  Avenue,San Francisco,CA,94110,09/26/2019,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,9,Mission,"(37.751571938927405, -122.41618656584241)",POINT (-122.41618 37.75157),53,3,2,20,19,4,7,2,28859,,,2,,,53
M141180,400 Block Of Haight  Street,San Francisco,CA,94117,05/27/2014,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Hayes Valley,"(37.77221205469251, -122.42961801291128)",POINT (-122.42962 37.772213),26,4,11,9,10,9,11,7,29492,,,1,,,26
M131821,300 Block Of Capp  Street,San Francisco,CA,94110,09/12/2013,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,9,Mission,"(37.761101313584554, -122.41819471873946)",POINT (-122.4182 37.7611),53,3,2,20,19,4,7,2,28859,,,2,,15,53
M152307,500 Block Of Page  Street,San Francisco,CA,94117,09/02/2015,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Hayes Valley,"(37.77314355210779, -122.42980957118868)",POINT (-122.42981 37.773144),26,4,11,9,10,9,11,7,29492,,,1,,,26
M163238,2500 Block Of Pine  Street,San Francisco,CA,94115,10/11/2016,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Pacific Heights,"(37.787428705723535, -122.43775850897758)",POINT (-122.43776 37.78743),103,4,11,30,27,6,11,13,29490,,,1,,,103
M182032,1300 Block Of Market  Street,San Francisco,CA,94102,07/09/2018,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,6,Tenderloin,"(37.777044489388786, -122.41693056537846)",POINT (-122.41693 37.777046),21,5,10,36,36,2,9,7,28852,8,1,2,1,,21
M141829,300 Block Of Victoria  Street,San Francisco,CA,94132,08/15/2014,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,11,Oceanview/Merced/Ingleside,"(37.717017868412476, -122.4653315619116)",POINT (-122.46533 37.71702),65,10,1,24,24,8,6,9,64,,,2,,,65
M190530,300 Block Of Arballo  Drive,San Francisco,CA,94132,03/13/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,"(37.7201216986585, -122.48303711665423)",POINT (-122.48304 37.720123),42,10,8,16,14,8,4,1,64,,,2,,,42
M170560,1800 Block Of Franklin  Street,San Francisco,CA,94109,03/13/2017,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,,2,Pacific Heights,"(37.79152333528001, -122.42425098922767)",POINT (-122.42425 37.791523),102,4,6,30,27,9,1,13,28858,,,1,,,102
M121836,700 Block Of Polk  Street,San Francisco,CA,94109,09/20/2012,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,5,Tenderloin,"(37.783334592017525, -122.41922756947761)",POINT (-122.41923 37.783333),20,4,10,36,36,9,9,7,28858,,1,2,1,,20
M150297,0 Block Of Fuente  Avenue,San Francisco,CA,94132,02/20/2015,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,"(37.7193996791679, -122.47806179538605)",POINT (-122.478065 37.7194),42,10,8,16,14,8,4,1,64,,,2,,,42
M171528,300 Block Of Columbus  Avenue,San Francisco,CA,94133,06/15/2017,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,Chinatown,"(37.798424458498296, -122.40747621114235)",POINT (-122.40748 37.798424),106,6,3,6,4,1,10,3,308,,,2,,23,106
M170284,0 Block Of Neptune  Street,San Francisco,CA,94124,02/14/2017,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,10,Bayview Hunters Point,"(37.73061170179447, -122.39701680581254)",POINT (-122.39702 37.73061),87,2,9,1,1,3,8,10,58,,,2,,,87
M183456,2100 Block Of Mason  Street,San Francisco,CA,94133,12/28/2018,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,3,North Beach,"(37.80329449964921, -122.4131285618373)",POINT (-122.41313 37.803295),106,6,3,23,23,1,10,3,308,,,1,,,106
M161893,300 Block Of Eddy  Street,San Francisco,CA,94102,05/27/2016,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,5,Tenderloin,"(37.783784279295574, -122.41376459126121)",POINT (-122.413765 37.783783),20,5,10,36,36,10,9,7,28852,6,1,2,1,18,20
M162390,1200 Block Of South Van Ness  Avenue,San Francisco,CA,94110,07/26/2016,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,9,Mission,"(37.7531702798884, -122.41633949975795)",POINT (-122.416336 37.75317),53,3,2,20,19,4,7,2,28859,,,2,,,53
M171062,100 Block Of Allison  Street,San Francisco,CA,94112,04/21/2017,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,06/14/2022,11,Excelsior,"(37.713023310870696, -122.44186124325121)",POINT (-122.441864 37.713024),58,9,1,7,5,7,6,9,28861,,,2,,,58
M152738,1900 Block Of Vallejo  Street,San Francisco,CA,94123,10/06/2015,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,2,Marina,"(37.79595820644593, -122.42936032518911)",POINT (-122.42936 37.79596),102,4,6,13,17,9,1,13,28858,,,1,,,102
M140496,1600 Block Of Franklin  Street,San Francisco,CA,94109,03/10/2014,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Western Addition,"(37.78968180554704, -122.42387802360273)",POINT (-122.42388 37.78968),102,4,6,39,41,9,1,13,28858,,,1,,,102
M170465,400 Block Of Broadway  Street,San Francisco,CA,94133,03/06/2017,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,North Beach,"(37.79817070827649, -122.40427147796282)",POINT (-122.404274 37.798172),106,6,3,23,23,1,10,3,308,1,,2,,,106
M152376,500 Block Of John Muir  Drive,San Francisco,CA,94132,09/03/2015,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,"(37.714363024599734, -122.49198854568047)",POINT (-122.49199 37.714363),43,10,8,16,14,8,4,1,64,,,2,,,43
M180588,4300 Block Of 24th  Street,San Francisco,CA,94114,02/28/2018,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,8,Noe Valley,"(37.75093244107575, -122.44008163593415)",POINT (-122.44008 37.75093),51,3,5,22,22,4,5,2,28862,,,1,,,51
M190305,600 Block Of Gonzalez  Drive,San Francisco,CA,94132,02/15/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,"(37.71663344135399, -122.47961183689826)",POINT (-122.479614 37.716633),42,10,8,16,14,8,4,1,64,,,2,,,42
M180864,2900 Block Of Polk  Street,San Francisco,CA,94109,03/20/2018,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,,2,Russian Hill,"(37.803883781478156, -122.42337050733721)",POINT (-122.42337 37.803883),107,4,6,32,32,9,1,5,28858,,,1,,,107
M141350,200 Block Of Dolores  Street,San Francisco,CA,94103,06/09/2014,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,8,Castro/Upper Market,"(37.76521095351148, -122.42652263038003)",POINT (-122.42652 37.76521),37,3,5,5,3,4,5,8,28862,,,1,,,37
M221008,1100 Block Of Scott  Street,San Francisco,CA,94115,07/07/2022,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Western Addition,"(37.780334582680176, -122.43716595990534)",POINT (-122.437164 37.780334),97,4,11,39,41,5,11,15,29490,,,2,,,97
M140252,2800 Block Of Jackson  Street,San Francisco,CA,94115,02/06/2014,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,2,Pacific Heights,"(37.79152444743726, -122.44199067591265)",POINT (-122.44199 37.791523),102,8,6,30,27,6,1,13,29490,,,1,,,102
M141110,4200 Block Of Cabrillo  Street,San Francisco,CA,94121,05/19/2014,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,1,Outer Richmond,"(37.773529760358834, -122.50414442220254)",POINT (-122.50414 37.77353),8,8,4,29,26,6,2,11,55,,,1,,,8
M130983,0 Block Of Whitney  Street,San Francisco,CA,94131,05/24/2013,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,8,Glen Park,"(37.74084192276008, -122.42776580532546)",POINT (-122.427765 37.74084),59,9,5,10,7,7,5,2,63,,,1,,,59
M140629,1600 Block Of 19th  Avenue,San Francisco,CA,94122,03/20/2014,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,7,Inner Sunset,"(37.75704399033407, -122.47654027013972)",POINT (-122.47654 37.757046),44,10,8,14,12,8,4,1,56,,,1,,,44
M131888,6900 Block Of Fulton  Street,San Francisco,CA,94121,09/20/2013,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,1,Outer Richmond,"(37.771567043855526, -122.50614823019333)",POINT (-122.50615 37.77157),9,8,4,29,26,6,2,11,55,,,1,,,8
M220945,1900 Block Of 33rd  Avenue,San Francisco,CA,94116,06/15/2022,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,4,Sunset/Parkside,"(37.75077909046926, -122.49127838286556)",POINT (-122.49128 37.75078),39,10,7,35,35,8,3,1,29491,,,1,,,39
M190718,1000 Block Of Folsom  Street,San Francisco,CA,94103,04/12/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,South of Market,"(37.77696270309891, -122.40756787185973)",POINT (-122.40757 37.776962),32,1,10,34,34,2,9,14,28853,,,2,,6,32
M220031,1700 Block Of Carroll  Avenue,San Francisco,CA,94124,01/05/2022,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,10,Bayview Hunters Point,"(37.725962252837824, -122.39521536502092)",POINT (-122.39522 37.725964),86,2,9,1,1,3,8,10,58,,,2,,,86
M210847,300 Block Of Turk  Street,San Francisco,CA,94102,06/17/2021,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Tenderloin,"(37.78268974159542, -122.4148738201106)",POINT (-122.41487 37.78269),20,5,10,36,36,10,9,7,28852,6,1,2,1,18,20
M221798,1000 Block Of Laguna  Street,San Francisco,CA,94115,10/11/2022,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Western Addition,"(37.78065507821193, -122.4271097571434)",POINT (-122.42711 37.780655),97,4,11,39,41,9,11,7,28852,,,2,,,97
M151568,300 Block Of Serrano  Drive,San Francisco,CA,94132,06/25/2015,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,"(37.71906512305384, -122.48046768003915)",POINT (-122.48047 37.719067),42,10,8,16,14,8,4,1,64,,,2,,,42
M132120,1900 Block Of Mission  Street,San Francisco,CA,94103,10/21/2013,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,9,Mission,"(37.765862470109184, -122.41974710366974)",POINT (-122.41975 37.76586),53,3,2,20,19,4,7,8,28853,,,2,,14,53
M221647,1100 Block Of Turk  Street,San Francisco,CA,94115,09/26/2022,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Western Addition,"(37.78092044477575, -122.42881419136106)",POINT (-122.42882 37.780922),97,4,11,39,41,9,11,7,29490,,,2,,,97
M121511,500 Block Of Buena Vista West  Avenue,San Francisco,CA,94117,08/22/2012,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,8,Haight Ashbury,"(37.76649184799071, -122.44322505890881)",POINT (-122.44322 37.76649),112,7,5,3,9,5,5,15,29492,,,1,,,112
M171617,1300 Block Of Mariposa  Street,San Francisco,CA,94107,06/22/2017,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,10,Potrero Hill,"(37.76382225808543, -122.39712861339365)",POINT (-122.397125 37.76382),54,2,9,26,29,3,8,14,28856,,,1,,,54
